English,Kanjobal,ENG_Document,KJB_Document,Line,Classification
"But after the three and a half days a breath of life from God entered them, and they stood on their feet, and terror struck those who saw them.","Palta a wal lajwi nan is can c'ual cam eb tu xin, cax ok ictzonelay aj eb yuj Dios, cax ok aj pax wan eb. Caw wal ok xiw jantak eb mac ok ilonok.",REV-11-ENGNIV.txt,REV-11-KJBSBG.txt,11,Religious
"Then they heard a loud voice from heaven saying to them, “Come up here.” And they went up to heaven in a cloud, while their enemies looked on.","Lajwi tu', cax ok oc jun nuk'ej bay satcan, caw yip yalon bay eb cawan tu' axca ti': Ajanektek bay satcan ti', ẍi bay eb. Yuj tu' xan ok tok eb xol jun asun bay satcan tu'. Toxac'al t'anan ajtok eb ajc'ul tu' yin eb.",REV-11-ENGNIV.txt,REV-11-KJBSBG.txt,12,Religious
"At that very hour there was a severe earthquake and a tenth of the city collapsed. Seven thousand people were killed in the earthquake, and the survivors were terrified and gave glory to the God of heaven.","A wal yet jun bek tu', ok ec' jun quixcab. Caw ow ok yun yeq'ui. Xiwil na ok ayc'ay bay jun miman conob tu'. Yin lajlajon bulan ok yun yayc'ay junjun bulan. Ukeb mil anima ok cam yuj. A pax juntzanokxa anima xin, caw ok xiw eb sic'libil. Ok yalon eb tol caw miman yelapnok Dios ayic' bay satcan.",REV-11-ENGNIV.txt,REV-11-KJBSBG.txt,13,Religious
The second woe has passed; the third woe is coming soon.,"Axca ton ti' ok yun yec' jun yet is cab yailal, palta ayto wal junxa ok jay yin aymanil.",REV-11-ENGNIV.txt,REV-11-KJBSBG.txt,14,Religious
"The seventh angel sounded his trumpet, and there were loud voices in heaven, which said: “The kingdom of the world has become the kingdom of our Lord and of his Christ, and he will reign for ever and ever.”","Axa yet max xuon jun yet is suk ángel tu' is trompeta, max oc juntzan aw bay satcan. Caw yip yalon axca ti':",REV-11-ENGNIV.txt,REV-11-KJBSBG.txt,15,Religious
"And the twenty-four elders, who were seated on their thrones before God, fell on their faces and worshiped God,","Axa yay nojan eb 24 icham winak chotan ay yul is ẍila ayic' satak Dios, max c'oli yalon ba eb bay Cham.",REV-11-ENGNIV.txt,REV-11-KJBSBG.txt,16,Religious
"saying: “We give thanks to you, Lord God Almighty, the One who is and who was, because you have taken your great power and have begun to reign.",Max yal eb axca ti':,REV-11-ENGNIV.txt,REV-11-KJBSBG.txt,17,Religious
"The nations were angry; and your wrath has come. The time has come for judging the dead, and for rewarding your servants the prophets and your saints and those who reverence your name, both small and great– and for destroying those who destroy the earth.”","Max tit yowal juntzan nacionlak, palta max jay c'ual aon oc yailal yiban eb. Max jay c'apax tiempoal a beyc'ulnen eb camnak. Ok paktzej junjun eb chach ak'on serbil, a ton eb a chekbej, yetok eb et-xa yayji, c'al eb yikem ayach, eb ay yelapnok, c'al eb c'am yelapnok, ok ak' paktzil bay junjun eb. Yetok c'apaxok, max jay tiempoal ak'on lajwok el eb chi ak'on lajwok tx'otx' tx'otx', ẍi eb.",REV-11-ENGNIV.txt,REV-11-KJBSBG.txt,18,Religious
"Then God's temple in heaven was opened, and within his temple was seen the ark of his covenant. And there came flashes of lightning, rumblings, peals of thunder, an earthquake and a great hailstorm.","Max lajwi tu', max jakchaj templo Dios ayic' bay satcan. Caw txequel caẍail is trato Dios yul templo tu'. Max c'oli nilili bil c'u, chi aj rayo. Aylaj juntzanxa tzet yetal chi nilili. Max ec' c'apax jun quixcab; max jay jun owal sakbat.",REV-11-ENGNIV.txt,REV-11-KJBSBG.txt,19,Religious
"A great and wondrous sign appeared in heaven: a woman clothed with the sun, with the moon under her feet and a crown of twelve stars on her head.","Max lajwi tu', max txecloj aj jun tx'oxbanil bay satcan caw miman yelapnok. Ay jun xal ix, tol a c'u ayoc is pichilok, axa xajaw ayoc batxlubok yakan, cax ay lajcaweb waycan ayaj is coronaok.",REV-12-ENGNIV.txt,REV-12-KJBSBG.txt,1,Religious
She was pregnant and cried out in pain as she was about to give birth.,"Yobixxa xal, caw chi el yaw xal yuj yail aljil; xiwil chi yochej chi colchaji.",REV-12-ENGNIV.txt,REV-12-KJBSBG.txt,2,Religious
Then another sign appeared in heaven: an enormous red dragon with seven heads and ten horns and seven crowns on his heads.,"Ayman max txecloj aj junxa tx'oxbanil bay satcan tu'. Ay jun miman cakyin dragón, ay ukeb jolom, cax ay lajoneb yuc'a'. Ayc'al aj corona junjun is jolom tu'.",REV-12-ENGNIV.txt,REV-12-KJBSBG.txt,3,Religious
"His tail swept a third of the stars out of the sky and flung them to the earth. The dragon stood in front of the woman who was about to give birth, so that he might devour her child the moment it was born.","Txenxanej man nanok waycan max loctek yetok ne bay satcan, cax max k'okon ay sat tx'otx'. Lajwi tu', max apni oc lecan satak xal yobixxa tu', yuj chion aytok jun unin tu' yet wal ok aljok yaloni.",REV-12-ENGNIV.txt,REV-12-KJBSBG.txt,4,Religious
"She gave birth to a son, a male child, who will rule all the nations with an iron scepter. And her child was snatched up to God and to his throne.","Winak unin jun max alji yuj xal tu'. A ton ok ikban masanil nación yetok jun is ch'en k'okoch. Max aljic'al jun unin tu', max ilaytok bay Dios bay satak is trono.",REV-12-ENGNIV.txt,REV-12-KJBSBG.txt,5,Religious
"The woman fled into the desert to a place prepared for her by God, where she might be taken care of for 1,260 days.","A jun xal tu' max elajok, cax max toj bay tz'inan tx'otx'. Ata tu' watx'xa yayji jun is lugar yuj Dios. 1,260 c'u max bet ak'lay low bay tu'.",REV-12-ENGNIV.txt,REV-12-KJBSBG.txt,6,Religious
"And there was war in heaven. Michael and his angels fought against the dragon, and the dragon and his angels fought back.","Max oc c'apax jun miman owal bay satcan. A jun sat ángel chi yik Miguel, yetok eb yet ángelal, a eb max yak'lej owal yetok jun dragón tu', cax max wajon ba jun dragón tu' yetok is yángel yin eb.",REV-12-ENGNIV.txt,REV-12-KJBSBG.txt,7,Religious
"But he was not strong enough, and they lost their place in heaven.","Palta maj uj yuj jun dragón tu'. Yuj tu', c'amxa lugar eb max ak'lay bay satcan.",REV-12-ENGNIV.txt,REV-12-KJBSBG.txt,8,Religious
"The great dragon was hurled down–that ancient serpent called the devil, or Satan, who leads the whole world astray. He was hurled to the earth, and his angels with him.","Axca ton ti' max yun k'oklay eltok jun miman dragón tu' yina. Ac'al ton oc jun tu' yutnak ba labajil payxa. A ton nak diablo, chi yik c'apax Satanás, jun chi etnen masanil anima bay sat tx'otx' ti'. K'okbil aytek sat tx'otx' yetokc'al eb yángel.",REV-12-ENGNIV.txt,REV-12-KJBSBG.txt,9,Religious
"Then I heard a loud voice in heaven say: “Now have come the salvation and the power and the kingdom of our God, and the authority of his Christ. For the accuser of our brothers, who accuses them before our God day and night, has been hurled down.","Max lajwi tu', max waben yoc jun aw bay satcan, caw yip yalon axca ti':",REV-12-ENGNIV.txt,REV-12-KJBSBG.txt,10,Religious
They overcame him by the blood of the Lamb and by the word of their testimony; they did not love their lives so much as to shrink from death.,"A eb tu' max yak' techaj eb, yujtol yujc'al eb xan max cam Cham chi yik Calnel tu', cax elnak is chiq'uil. Max uj yuj eb, yujtol tec'an max yut ba eb yak'on ba testigoal yin. C'am jabok max xiw eb cami, a ti' yet eb tol bekan max yut eb c'ul.",REV-12-ENGNIV.txt,REV-12-KJBSBG.txt,11,Religious
"Therefore rejoice, you heavens and you who dwell in them! But woe to the earth and the sea, because the devil has gone down to you! He is filled with fury, because he knows that his time is short.”","Yuj tu', tzalojokab satcan yetok masanil mac ayic' bay tu'. Palta ok'bal ex c'ul ex ayex ec' bay sat tx'otx', c'al ex ayex ec' yibanlak a' mar. Yujtol max ayapnok nak diablo ayex tu'. Caw chi tit yowal sic'libil, yujtol yojtak tol txenxanej is tiempoal, ẍi jun aw tu'.",REV-12-ENGNIV.txt,REV-12-KJBSBG.txt,12,Religious
"When the dragon saw that he had been hurled to the earth, he pursued the woman who had given birth to the male child.","A yet max yilon jun dragón tu', tol max k'oklay aytok sat tx'otx', max c'oli yuktelay ec' xal aljinak yune' tu' yuj.",REV-12-ENGNIV.txt,REV-12-KJBSBG.txt,13,Religious
"The woman was given the two wings of a great eagle, so that she might fly to the place prepared for her in the desert, where she would be taken care of for a time, times and half a time, out of the serpent's reach.","Palta max alay oc cab xic' xal caw mimek, lajan wal axca xic' no tx'acbaj, cax max toj jenenok xal bay tz'inan tx'otx', yet watx' c'am chi michchaj xal yuj jun labaj tu'. A ta tu' max ak'lay low xal yin nan is can abil.",REV-12-ENGNIV.txt,REV-12-KJBSBG.txt,14,Religious
"Then from his mouth the serpent spewed water like a river, to overtake the woman and sweep her away with the torrent.","Axa max yunajok, a jun labaj tu', ay wal jun miman aej max pitzc'oj aj yuj, a yul is ti' chi eltek. A yochwan tol max iklaytok xal ix tu' yuj jun aej tu'.",REV-12-ENGNIV.txt,REV-12-KJBSBG.txt,15,Religious
But the earth helped the woman by opening its mouth and swallowing the river that the dragon had spewed out of his mouth.,"Palta a tx'otx' tx'otx' max coloncan el xal, max tojcan a' yulak tx'otx' tx'otx'.",REV-12-ENGNIV.txt,REV-12-KJBSBG.txt,16,Religious
Then the dragon was enraged at the woman and went off to make war against the rest of her offspring–those who obey God's commandments and hold to the testimony of Jesus.,"Cax max tit yowal jun dragón tu' yin xal sic'libil, xan max toj yak'lej owal yetok juntzanxa eb yinatil xal, a ton eb chi iken chekbanil Dios, tol tec'an chi yut yak'on testigoal yin Jesucristo.",REV-12-ENGNIV.txt,REV-12-KJBSBG.txt,17,Religious
"And the dragon stood on the shore of the sea. And I saw a beast coming out of the sea. He had ten horns and seven heads, with ten crowns on his horns, and on each head a blasphemous name.","Lajwi tu xin, max oc lecan jun dragón tu' xol yarenail ti a' mar. Axa max wiloni, max ajol jun chi yik No' yul a' mar. Ay ukeb jolom, cax ay lajoneb yuc'a'. Ayc'al aj corona junjun yuc'a' tu'. Tz'ibbil oc jun is bi yin junjun jolom tu'. Caw wal yob yoc is bi tu' chi yab Dios.",REV-13-ENGNIV.txt,REV-13-KJBSBG.txt,1,Religious
"The beast I saw resembled a leopard, but had feet like those of a bear and a mouth like that of a lion. The dragon gave the beast his power and his throne and great authority.","A jun chi yik No' max wil tu', lajan yili axca junok no mimek tz'ib coj. Lajan yakan axca yakan no oso. Lajan ti' axca ti' no coj. Max yak' no dragón is yikbej bay, cax max yaon oc No' yin yajawilal is q'uexelok. Miman yikbej No' max yak' bay.",REV-13-ENGNIV.txt,REV-13-KJBSBG.txt,2,Religious
"One of the heads of the beast seemed to have had a fatal wound, but the fatal wound had been healed. The whole world was astonished and followed the beast.","Ay jun is jolom jun chi yik No' tu', yasjinak. Axca tol camnak el jun is jolom tu' yuj yas tu'; palta max anchaj jun yas yayji tu'. Yuj tu', caw wal max c'ayaj c'ul anima bay masanil yulyibank'inal yuj, cax max yaon oc ba eb yetok.",REV-13-ENGNIV.txt,REV-13-KJBSBG.txt,3,Religious
"Men worshiped the dragon because he had given authority to the beast, and they also worshiped the beast and asked, “Who is like the beast? Who can make war against him?”","Max yiay ba eb bay jun dragón tu', yujtol a' max ak'on yikbej jun chi yik No' tu', xan max yi c'apax ay ba eb bay jun chi yik No' tu'. Max yalon eb axca ti': Tok ay junok chi apni axca jun chi yik No' ti'. ¿Xin ta ay junok chi je' yak'len owal yetok? ẍi eb.",REV-13-ENGNIV.txt,REV-13-KJBSBG.txt,4,Religious
The beast was given a mouth to utter proud words and blasphemies and to exercise his authority for forty-two months.,"Max chalay c'apax k'anjab jun chi yik No' tu' yin maynejbail, c'al yalon buchwal k'anej yin Dios. 42 xajaw max ak'lay yikbej yak'on yajawilal.",REV-13-ENGNIV.txt,REV-13-KJBSBG.txt,5,Religious
"He opened his mouth to blaspheme God, and to slander his name and his dwelling place and those who live in heaven.","Max oc ijan k'anjabi yin buchwaj yin Dios, c'al yin is cajlobal Cham. Max buchwaj c'apax yin jantak eb cajan satcan.",REV-13-ENGNIV.txt,REV-13-KJBSBG.txt,6,Religious
"He was given power to make war against the saints and to conquer them. And he was given authority over every tribe, people, language and nation.","Max ak'lay c'apax yikbej yak'wi owal yetok eb yet-xa Dios, toltax max can eb yalan yuj. Max ak'lay yikbej yiban masanil bay junjun conob, c'al junjun nación. Caxc'al tx'ok tx'ok inatilejal eb, caxc'al tx'ok tx'ok is ti eb, pilan max yajawbi yin eb.",REV-13-ENGNIV.txt,REV-13-KJBSBG.txt,7,Religious
All inhabitants of the earth will worship the beast–all whose names have not been written in the book of life belonging to the Lamb that was slain from the creation of the world.,"Max yiay ba masanil anima sat tx'otx' bay jun chi yik No' tu'. A pax eb tz'ibbil ay is bi yul tx'an un yet k'inalej tol ayc'al yin tojbalk'inal, maj yiay ba eb bay. A eb tu' max tz'ibelaycantok bi eb yul tx'an un yet Cham chi yik Calnel, Cham mak'bil cam yettax manto tz'unchaj yulyibank'inal atac'ala' is nabal Dios.",REV-13-ENGNIV.txt,REV-13-KJBSBG.txt,8,Religious
"He who has an ear, let him hear.","Masanil mac chi aben juntzan ti', yacbajokab eb txiquin bay sic'libil.",REV-13-ENGNIV.txt,REV-13-KJBSBG.txt,9,Religious
"If anyone is to go into captivity, into captivity he will go. If anyone is to be killed with the sword, with the sword he will be killed. This calls for patient endurance and faithfulness on the part of the saints.","A mac yet yayji yin yilaytok preso, ok ilaytok preso. A mac yet yayji yin teklay cam yetok espada, espada ton ok on cami.",REV-13-ENGNIV.txt,REV-13-KJBSBG.txt,10,Religious
"Then I saw another beast, coming out of the earth. He had two horns like a lamb, but he spoke like a dragon.","Lajwi tu', max wilon yajol junxa chi yik No' yul tx'otx'. A junxa tu', cabnej yuc'a', lajan axca is yuc'a' calnel, palta lajan k'anjab axca k'anjab junok dragón.",REV-13-ENGNIV.txt,REV-13-KJBSBG.txt,11,Religious
"He exercised all the authority of the first beast on his behalf, and made the earth and its inhabitants worship the first beast, whose fatal wound had been healed.","Caw lajan is yikbej yetok jun babel No' c'apax is bi. Max yak' pural masanil anima bay sat tx'otx' yion ay ba bay jun babel chi yik No' tu', jun yasjinak jun is jolom, palta anchajnak.",REV-13-ENGNIV.txt,REV-13-KJBSBG.txt,12,Religious
"And he performed great and miraculous signs, even causing fire to come down from heaven to earth in full view of men.","Ay juntzan milagro max el tx'oxon tol caw miman yelapnok. Toltax max yitek k'ak'ej bay satcan, cax max ayol sat tx'otx' yil anima.",REV-13-ENGNIV.txt,REV-13-KJBSBG.txt,13,Religious
"Because of the signs he was given power to do on behalf of the first beast, he deceived the inhabitants of the earth. He ordered them to set up an image in honor of the beast who was wounded by the sword and yet lived.","Max chalay tx'ox juntzan milagro tu' satak jun babel chi yik No' tu'. Caytu' max yun yion aytek sat anima bay sat tx'otx'. Max yalon c'apax bay eb, tol yowalil chi watx'nej eb junok yechel jun babel chi yik No' tu', jun tol caxc'al yasjinak yuj espada, palta iquisc'al.",REV-13-ENGNIV.txt,REV-13-KJBSBG.txt,14,Religious
"He was given power to give breath to the image of the first beast, so that it could speak and cause all who refused to worship the image to be killed.","Max ak'lay yikbej jun yet is cab chi yik No' tu' yak'on pitzc'oj aj yechel jun babel tu'. Yuj tu', max k'anjab ajok. Max yak'on cam masanil mac maj yiay ba bay.",REV-13-ENGNIV.txt,REV-13-KJBSBG.txt,15,Religious
"He also forced everyone, small and great, rich and poor, free and slave, to receive a mark on his right hand or on his forehead,","Max yak' pural masanil anima yoc is yechel junjun yin is watx' k'ab, ma yin is nan sat. Caxc'al unin ma icham anima, caxc'al beyom ma meba', caxc'al yet ba ma mosejal, max oc yechel eb masanil.",REV-13-ENGNIV.txt,REV-13-KJBSBG.txt,16,Religious
"so that no one could buy or sell unless he had the mark, which is the name of the beast or the number of his name.","A jun yechelej tu', a ton is bi jun chi yik No' tu', ma is númeroal chi tx'oxon is bi tu'. A eb c'amoc jun yechelej tu' yin, maj je' manji eb, tamwal c'apax txonji eb.",REV-13-ENGNIV.txt,REV-13-KJBSBG.txt,17,Religious
"This calls for wisdom. If anyone has insight, let him calculate the number of the beast, for it is man's number. His number is 666.","Ta ayex jelan ex, ta chi nachaj el e yuj, ok je' nachaj el e yuj tzet chi yal elapnok númeroal jun chi yik No' tu', yujtol a jun número tu', a junok anima chi tx'oxo'. 666 jun número tu'.",REV-13-ENGNIV.txt,REV-13-KJBSBG.txt,18,Religious
"Then I looked, and there before me was the Lamb, standing on Mount Zion, and with him 144,000 who had his name and his Father's name written on their foreheads.","Lajwi tu' max wiloni, ay jun chi yik Calnel, tol lecan ec' bay tzalan Sión. Ayic' 144 mil eb yetok. Tz'ibbil oc bi jun chi yik Calnel tu', c'al bi is Mam yin nan sat junjun eb.",REV-14-ENGNIV.txt,REV-14-KJBSBG.txt,1,Religious
And I heard a sound from heaven like the roar of rushing waters and like a loud peal of thunder. The sound I heard was like that of harpists playing their harps.,"Axa max wabeni, max oc jun nuk'ej bay satcan. Caw chi nilili axca bil mimek aej, ma axca nilili bil c'u. Axca wal tol ay xiwilok anima chi txalon xiwilok arpa.",REV-14-ENGNIV.txt,REV-14-KJBSBG.txt,2,Religious
"And they sang a new song before the throne and before the four living creatures and the elders. No one could learn the song except the 144,000 who had been redeemed from the earth.","A eb chi bitnen jun ac' bit satak is despacho, yetok satak eb querubín canwanil, c'al satak eb icham winak. C'am junok mactxel chi je' cuychaj jun bit tu' yuj. Asannej eb 144 mil colchajnak el xol anima sat tx'otx', asan eb chi je' yuj bitneni.",REV-14-ENGNIV.txt,REV-14-KJBSBG.txt,3,Religious
"These are those who did not defile themselves with women, for they kept themselves pure. They follow the Lamb wherever he goes. They were purchased from among men and offered as firstfruits to God and the Lamb.","A eb tu', c'am junelok max say eb yix. C'am bay max el yunen eb jun yobtakil tu'. Tzakanc'al eb yintak jun chi yik Calnel tu' bayc'al chi ca toji. Max colchaj el eb xol anima. Yuj tu', lajan eb axca junok babel sat awoj chi ak'lay bay Dios, c'al bay jun chi yik Calnel tu'.",REV-14-ENGNIV.txt,REV-14-KJBSBG.txt,4,Religious
No lie was found in their mouths; they are blameless.,C'am is lek'tial eb chi ilchaji. C'am junok is yobtakil eb max txecloj ajok.,REV-14-ENGNIV.txt,REV-14-KJBSBG.txt,5,Religious
"Then I saw another angel flying in midair, and he had the eternal gospel to proclaim to those who live on the earth–to every nation, tribe, language and people.","Max lajwi tu', max wilon yec' jenenok junxa ángel bay nan satcan. A watx' abix tol ayc'al yin tojbalk'inal ibil oc yuj, yuj yalon el nan xol anima bay junjun nación, c'al bay junjun conob bay yulyibank'inal, caxc'al tx'ok tx'ok yinatil eb, caxc'al tx'ok tx'ok ti' eb.",REV-14-ENGNIV.txt,REV-14-KJBSBG.txt,6,Religious
"He said in a loud voice, “Fear God and give him glory, because the hour of his judgment has come. Worship him who made the heavens, the earth, the sea and the springs of water.”","Caw yip yalon bay eb axca ti': Xiwanek bay Dios. Alek watx' k'anej bay, yujtol toxa chi jay tiempoal e beyc'ulnelay yuj. Alek e ba bay, yujtol a' watx'nenej satcan, yetok sat tx'otx' c'al a' mar, yetok nuk'lak aej, ẍi.",REV-14-ENGNIV.txt,REV-14-KJBSBG.txt,7,Religious
"A second angel followed and said, “Fallen! Fallen is Babylon the Great, which made all the nations drink the maddening wine of her adulteries.”","Ay junxa ángel tzakan jay yintak jun babel tu', max yalon c'apax axca ti': ¡Mayal wal ayc'ay jun conob chi yik Babilonia. C'am junok axca, palta max ayc'ay wali. A jun conob tu' max etnen el masanil nacionlak yetok is yajmulal. Axca wal tol max oc junjun nación tu' yin uq'uem anil yuj! ẍi.",REV-14-ENGNIV.txt,REV-14-KJBSBG.txt,8,Religious
"A third angel followed them and said in a loud voice: “If anyone worships the beast and his image and receives his mark on the forehead or on the hand,","Lajwic'al tu', ay junxa yet is yox ángel tzakan yintak jun yet is cab tu'. Caw yip c'apax yalon junxa tu' axca ti': A eb chi yiay ba bay jun chi yik No' tu', c'al bay is yechel, eb max chaoc yechel nan sat ma yin is k'ab,",REV-14-ENGNIV.txt,REV-14-KJBSBG.txt,9,Religious
"he, too, will drink of the wine of God's fury, which has been poured full strength into the cup of his wrath. He will be tormented with burning sulfur in the presence of the holy angels and of the Lamb.","yowalil ok jayoc jun miman yailal yiban eb yuj Dios. Axca an vino caw ow, c'am jabok somil aytok, cay wal tu' yowal c'ul Dios ok jay yiban eb. Caw wal ow sic'libil. Caw ok yab eb yail nan xol k'ak' k'ak' yetok azufre satak eb yángel Dios, yetok satak jun chi yik Calnel tu'.",REV-14-ENGNIV.txt,REV-14-KJBSBG.txt,10,Religious
"And the smoke of their torment rises for ever and ever. There is no rest day or night for those who worship the beast and his image, or for anyone who receives the mark of his name.”","A bay ok cha eb yailal tu', wacaquic'al yaj mubal yin tojbalk'inal. C'am xewilal eb c'ualil c'al ak'balil, a ton eb max yiay ba bay jun chi yik No' tu' c'al bay yechel, a ton eb max chaoc bi jun No tu' yechelok, ẍi jun ángel tu'.",REV-14-ENGNIV.txt,REV-14-KJBSBG.txt,11,Religious
This calls for patient endurance on the part of the saints who obey God's commandments and remain faithful to Jesus.,"Xan a mac ex txel yet exxa Dios, mac ex yikem ex bay tzet chi yal is chekbanil, tol che yaoc e c'ul yin Jesús, yowalil caw tec'an che yut e ba yet che yaben yail.",REV-14-ENGNIV.txt,REV-14-KJBSBG.txt,12,Religious
"Then I heard a voice from heaven say, “Write: Blessed are the dead who die in the Lord from now on.” “Yes,” says the Spirit, “they will rest from their labor, for their deeds will follow them.”","Max lajwi tu', max waben yoc jun aw bay satcan. Max yalon ayin axca ti': Tz'ibej junxa tzet ok wal ayach ti': A tinani', caw watx' yet eb ayc'al oc yul k'ab Cham Yajaw, cax chi cami, cha tz'ibej, ẍi jun aw tu'. Chi yalon Cham Yespíritu Dios: Caw yel axca ton tu', yujtol ok xew eb yin mulnajil. A jun axca un bay tz'ibbil tzetak yetal watx' max el yunen eb, ok jay yetok eb bay satcan ti', ẍi Cham.",REV-14-ENGNIV.txt,REV-14-KJBSBG.txt,13,Religious
"I looked, and there before me was a white cloud, and seated on the cloud was one “like a son of man” with a crown of gold on his head and a sharp sickle in his hand.","Max lajwi tu', max wilon jun sak asun. Ay jun Cham lajan wal yili axca anima chotan oc yiban jun asun tu'. Ayaj jun oro corona yuj, cax mitx'bil aj jun polbal trigo caw el ye yuj.",REV-14-ENGNIV.txt,REV-14-KJBSBG.txt,14,Religious
"Then another angel came out of the temple and called in a loud voice to him who was sitting on the cloud, “Take your sickle and reap, because the time to reap has come, for the harvest of the earth is ripe.”","Axa yeltek junxa ángel yul templo Dios. Max yalon yin ipejal bay jun chotan ay yiban asun tu' axca ti': Poloc a polbal yin a wajon aj eb anima tol watx'xa yayji, yujtol tiempoxa wajlay aj eb, ẍitok bay.",REV-14-ENGNIV.txt,REV-14-KJBSBG.txt,15,Religious
"So he who was seated on the cloud swung his sickle over the earth, and the earth was harvested.",Aymanc'al max poloc jun chotan oc yiban asun tu' is polbal tu' bay sat tx'otx'. Max yion aj anima axca yaj ixim trigo.,REV-14-ENGNIV.txt,REV-14-KJBSBG.txt,16,Religious
"Another angel came out of the temple in heaven, and he too had a sharp sickle.","Lajwi tu', max eltek junxa ángel yul templo Dios bay satcan. Ibil c'apax oc jun polbal trigo yuj, caw el ye c'apaxok.",REV-14-ENGNIV.txt,REV-14-KJBSBG.txt,17,Religious
"Still another angel, who had charge of the fire, came from the altar and called in a loud voice to him who had the sharp sickle, “Take your sharp sickle and gather the clusters of grapes from the earth's vine, because its grapes are ripe.”","Max eltek junxa ángel bay ayoctok jun altar. A jun tu' ay yikbej yiban k'ak' k'ak'ej. Caw yip yalontok bay junxa ángel mitx'bil aj is polbal tu': Poloc a polbal caw el ye tu', yujtol a an uva bay sat tx'otx', caw k'inxa an, ẍi bay.",REV-14-ENGNIV.txt,REV-14-KJBSBG.txt,18,Religious
"The angel swung his sickle on the earth, gathered its grapes and threw them into the great winepress of God's wrath.","Max polon oc jun ángel tu' is polbal bay yulyibank'inal. Axa yion aj juntzan uva tu' masanil, max yaon octok an yul jun miman tec'bal uva. A jun tu', chi yal elapnok yowal c'ul Dios.",REV-14-ENGNIV.txt,REV-14-KJBSBG.txt,19,Religious
"They were trampled in the winepress outside the city, and blood flowed out of the press, rising as high as the horses' bridles for a distance of 1,600 stadia.","A jun tec'bal uva tu', a tiel conob ay. Axca chi yun tec'lay eltek yal uva sic'libil, axca tu' max utlay eb anima tu'. Caw najat max aj pian chiq'uil eb max el tu' axca canil bay chi oc freno no chej, caytu' bay max aj pianok. 72 legua wal bay max toj pianok, axcaxac'al junok najab.",REV-14-ENGNIV.txt,REV-14-KJBSBG.txt,20,Religious
"I saw in heaven another great and marvelous sign: seven angels with the seven last plagues–last, because with them God's wrath is completed.","Max lajwi tu', max wilon junxa tx'oxbanil bay satcan tol caw miman yelapnok. Caw wal max c'ayaj in c'ul yet max wiloni: Ay ukwan ángel yetok ukeb lajub yailal. A yin ukeb yailal tu' ok tz'aknaj yunen yowal c'ul Dios.",REV-15-ENGNIV.txt,REV-15-KJBSBG.txt,1,Religious
"And I saw what looked like a sea of glass mixed with fire and, standing beside the sea, those who had been victorious over the beast and his image and over the number of his name. They held harps given them by God","Max wilon c'apax jun tzet yetal axca a' mar, axca vidrio calan yetok k'ak', caytu' yili. Ay juntzan eb lecan ec' cawilal tu'. A eb tu', a ton eb max tec'baj ba satak No' tu', majc'al cha eb yechel, c'al númeroal is bi. Lanan sonli eb yetok junjun yarpa max yak' Dios bay eb.",REV-15-ENGNIV.txt,REV-15-KJBSBG.txt,2,Religious
"and sang the song of Moses the servant of God and the song of the Lamb: “Great and marvelous are your deeds, Lord God Almighty. Just and true are your ways, King of the ages.","Chi bitnen eb bit Moisés, cham yak'omal serbil Dios. Chi bitnen eb is bit Cham chi yik Calnel. Õi jun bit tu' axca ti':",REV-15-ENGNIV.txt,REV-15-KJBSBG.txt,3,Religious
"Who will not fear you, O Lord, and bring glory to your name? For you alone are holy. All nations will come and worship before you, for your righteous acts have been revealed.”","Tok ay junok mac man ok xiw ayach Mamin. Tok ay junok mac man ok alon watx' k'anej ayach, yujtol asan ach caw watx' achc'al. Ok tit anima bay junjun nación, cax ok ul yion ay ba eb ayach, yujtol txequelxa yayji oc a beyc'ulal, ẍi eb.",REV-15-ENGNIV.txt,REV-15-KJBSBG.txt,4,Religious
"After this I looked and in heaven the temple, that is, the tabernacle of the Testimony, was opened.","Lajwic'al tu', max wilon jakchaj templo bay satcan, a ton mantiado yet is trato Dios.",REV-15-ENGNIV.txt,REV-15-KJBSBG.txt,5,Religious
"Out of the temple came the seven angels with the seven plagues. They were dressed in clean, shining linen and wore golden sashes around their chests.","A tu' max wil yeltek ukwan ángel. Yetbioc eb ukeb yailal, junjunc'al yet junjun eb. Ayoc junjun is sak pichil junjun eb caw chi tzekeki. Ay junjun oro c'alan oc yin txamc'ul junjun eb.",REV-15-ENGNIV.txt,REV-15-KJBSBG.txt,6,Religious
"Then one of the four living creatures gave to the seven angels seven golden bowls filled with the wrath of God, who lives for ever and ever.","Ay jun xol eb canwan querubín max ak'on junjun oro sec' bay junjun eb ángel tu'. A junjun sec' eb max ak'lay tu', nojnak yetok yowal c'ul Dios, Cham Dios iquisc'al yin tojbalk'inal.",REV-15-ENGNIV.txt,REV-15-KJBSBG.txt,7,Religious
"And the temple was filled with smoke from the glory of God and from his power, and no one could enter the temple until the seven plagues of the seven angels were completed.","Max nojil yul templo tu' yuj mubal tzekekial, c'al is mayk'ak'al Dios. C'am junok mac comonc'al chi je' yoctok yul templo tu', masantac'al max yal lajwi ukeb yailal ibil oc yuj eb ángel tu' yukwanil.",REV-15-ENGNIV.txt,REV-15-KJBSBG.txt,8,Religious
